0	-13.523969	-5.159660	0.694854
1	-13.523969	-4.159660	0.694854
2	-13.523969	-2.159660	0.694854
3	-12.523969	-5.159660	0.694854
4	-12.523969	-4.159660	0.694854
5	-12.523969	-3.159660	0.694854
6	-12.523969	-1.159660	1.402077
7	-12.523969	-0.159660	1.402077
8	-12.523969	0.840340	1.402077
9	-11.523969	-5.159660	0.694854
10	-11.523969	-4.159660	0.694854
11	-11.523969	-2.159660	0.694854
12	-11.523969	-1.159660	1.402077
13	-11.523969	-0.159660	1.402077
14	-11.523969	0.840340	1.402077
15	-11.523969	1.840340	1.402077
16	-11.523969	2.840340	1.402077
17	-11.523969	3.840340	1.402077
18	-11.523969	4.840340	1.402077
19	-10.523969	-4.159660	0.694854
20	-10.523969	-3.159660	0.694854
21	-10.523969	-2.159660	0.694854
22	-10.523969	-1.159660	1.402077
23	-10.523969	-0.159660	1.402077
24	-10.523969	0.840340	1.402077
25	-10.523969	1.840340	1.402077
26	-10.523969	2.840340	1.402077
27	-10.523969	3.840340	1.402077
28	-10.523969	4.840340	1.402077
29	-9.523969	-7.159660	1.022508
30	-9.523969	-6.159660	1.022508
31	-9.523969	-5.159660	1.022508
32	-9.523969	-2.159660	1.064182
33	-9.523969	-1.159660	1.402077
34	-9.523969	-0.159660	1.402077
35	-9.523969	0.840340	1.402077
36	-9.523969	1.840340	1.402077
37	-9.523969	2.840340	1.402077
38	-9.523969	3.840340	1.402077
39	-9.523969	4.840340	1.402077
40	-8.523969	-7.159660	1.022508
41	-8.523969	-6.159660	1.022508
42	-8.523969	-5.159660	1.022508
43	-8.523969	-4.159660	1.149395
44	-8.523969	-1.159660	1.402077
45	-8.523969	-0.159660	1.402077
46	-8.523969	1.840340	1.402077
47	-8.523969	2.840340	1.402077
48	-8.523969	3.840340	1.402077
49	-8.523969	4.840340	1.402077
50	-7.523969	-7.159660	1.149395
51	-7.523969	-6.159660	1.149395
52	-7.523969	-5.159660	1.149395
53	-7.523969	-4.159660	1.149395
54	-7.523969	-3.159660	1.149395
55	-7.523969	-0.159660	1.402077
56	-7.523969	0.840340	1.402077
57	-7.523969	2.840340	1.402077
58	-7.523969	3.840340	1.402077
59	-7.523969	4.840340	1.402077
60	-7.523969	23.840340	0.615932
61	-7.523969	24.840340	0.615932
62	-6.523969	-7.159660	1.149395
63	-6.523969	-6.159660	1.149395
64	-6.523969	-5.159660	1.149395
65	-6.523969	-4.159660	1.149395
66	-6.523969	-3.159660	1.149395
67	-6.523969	-2.159660	1.149395
68	-6.523969	0.840340	1.402077
69	-6.523969	1.840340	1.402077
70	-6.523969	2.840340	1.402077
71	-6.523969	3.840340	1.402077
72	-6.523969	4.840340	1.402077
73	-6.523969	18.840340	1.501452
74	-6.523969	19.840340	1.501452
75	-6.523969	23.840340	0.615932
76	-6.523969	24.840340	0.615932
77	-6.523969	25.840340	0.615932
78	-5.523969	-7.159660	1.149395
79	-5.523969	-6.159660	1.149395
80	-5.523969	-5.159660	1.149395
81	-5.523969	-4.159660	1.149395
82	-5.523969	-3.159660	1.149395
83	-5.523969	-2.159660	1.149395
84	-5.523969	-1.159660	1.633358
85	-5.523969	0.840340	1.633358
86	-5.523969	1.840340	1.402077
87	-5.523969	3.840340	1.402077
88	-5.523969	4.840340	1.402077
89	-5.523969	15.840340	1.455867
90	-5.523969	16.840340	1.455867
91	-5.523969	17.840340	1.455867
92	-5.523969	18.840340	1.501452
93	-5.523969	19.840340	1.501452
94	-5.523969	20.840340	1.459915
95	-5.523969	21.840340	1.459915
