scene,loc_id,sigma_1,n_raw,n_planned,clamped,x,y,z,probe_seconds
apartment_2,3,0.085813,22,22,,-1.941352,-1.659589,-0.384727,1.20
apartment_2,4,0.073444,16,16,,-1.941352,-1.659589,-0.884727,1.22
apartment_2,5,0.075906,18,18,,-1.941352,-1.659589,-1.384727,1.18
apartment_2,8,0.076244,18,18,,-1.441352,-1.659589,-0.384727,1.19
apartment_2,9,0.077169,18,18,,-1.441352,-1.659589,-0.884727,1.19
apartment_2,10,0.072032,16,16,,-1.441352,-1.659589,-1.384727,1.21
apartment_2,11,0.068229,14,14,,-0.941352,-1.659589,1.115273,1.17
apartment_2,16,0.071394,16,16,,-0.941352,-1.659589,-1.384727,1.13
apartment_2,17,0.047480,7,7,,-0.941352,-1.659589,-1.884727,0.85
apartment_2,18,0.035127,4,6,min,-0.941352,-1.659589,-2.384727,1.00
apartment_2,19,0.035992,4,6,min,-0.941352,-1.659589,-2.884727,0.81
apartment_2,21,0.081397,20,20,,-0.441352,-1.659589,1.115273,0.87
apartment_2,26,0.064589,13,13,,-0.441352,-1.659589,-1.384727,1.19
apartment_2,27,0.052923,9,9,,-0.441352,-1.659589,-1.884727,0.91
apartment_2,28,0.038115,5,6,min,-0.441352,-1.659589,-2.384727,1.01
apartment_2,29,0.034873,4,6,min,-0.441352,-1.659589,-2.884727,0.94
apartment_2,30,0.030015,3,6,min,-0.441352,-1.659589,-3.384727,1.01
apartment_2,31,0.030110,3,6,min,-0.441352,-1.659589,-3.884727,0.68
apartment_2,33,0.073953,17,17,,0.058648,-1.659589,1.115273,0.97
apartment_2,34,0.074135,17,17,,0.058648,-1.659589,0.615273,1.22
apartment_2,35,0.070923,15,15,,0.058648,-1.659589,0.115273,1.16
apartment_2,36,0.066042,13,13,,0.058648,-1.659589,-0.384727,1.16
apartment_2,37,0.061975,12,12,,0.058648,-1.659589,-0.884727,1.13
apartment_2,38,0.057546,10,10,,0.058648,-1.659589,-1.384727,1.14
apartment_2,39,0.048332,7,7,,0.058648,-1.659589,-1.884727,0.97
apartment_2,40,0.041496,6,6,,0.058648,-1.659589,-2.384727,0.90
apartment_2,41,0.037005,5,6,min,0.058648,-1.659589,-2.884727,0.93
apartment_2,42,0.034907,4,6,min,0.058648,-1.659589,-3.384727,1.14
apartment_2,43,0.031922,4,6,min,0.058648,-1.659589,-3.884727,1.05
apartment_2,45,0.072788,16,16,,0.558648,-1.659589,1.115273,1.28
apartment_2,46,0.086507,23,23,,0.558648,-1.659589,0.615273,1.22
apartment_2,50,0.056947,10,10,,0.558648,-1.659589,-1.884727,0.83
apartment_2,51,0.040902,5,6,min,0.558648,-1.659589,-2.384727,1.18
apartment_2,52,0.037934,5,6,min,0.558648,-1.659589,-2.884727,1.11
apartment_2,53,0.037192,5,6,min,0.558648,-1.659589,-3.384727,0.93
apartment_2,54,0.039524,5,6,min,0.558648,-1.659589,-3.884727,1.01
apartment_2,55,0.039826,5,6,min,0.558648,-1.659589,-4.384727,1.02
apartment_2,56,0.032910,4,6,min,0.558648,-1.659589,-4.884727,1.08
apartment_2,57,0.031772,3,6,min,0.558648,-1.659589,-5.384727,0.88
apartment_2,58,0.032661,4,6,min,0.558648,-1.659589,-5.884727,0.98
apartment_2,61,0.088497,24,24,,1.058648,-1.659589,0.115273,0.55
apartment_2,62,0.083646,21,21,,1.058648,-1.659589,-0.384727,1.19
apartment_2,63,0.054536,9,9,,1.058648,-1.659589,-0.884727,1.22
apartment_2,64,0.062963,12,12,,1.058648,-1.659589,-1.384727,0.82
apartment_2,65,0.061385,12,12,,1.058648,-1.659589,-1.884727,0.80
apartment_2,66,0.043285,6,6,,1.058648,-1.659589,-2.384727,0.77
apartment_2,67,0.042017,6,6,,1.058648,-1.659589,-2.884727,0.82
apartment_2,68,0.042484,6,6,,1.058648,-1.659589,-3.384727,0.90
apartment_2,69,0.040875,5,6,min,1.058648,-1.659589,-3.884727,0.96
apartment_2,70,0.034818,4,6,min,1.058648,-1.659589,-4.384727,1.17
apartment_2,71,0.036689,4,6,min,1.058648,-1.659589,-4.884727,0.99
apartment_2,72,0.036928,5,6,min,1.058648,-1.659589,-5.384727,0.99
apartment_2,73,0.041095,5,6,min,1.058648,-1.659589,-5.884727,1.02
apartment_2,74,0.036216,4,6,min,1.058648,-1.659589,-6.384727,1.07
apartment_2,77,0.076755,18,18,,1.558648,-1.659589,0.115273,0.52
apartment_2,78,0.070223,15,15,,1.558648,-1.659589,-0.384727,0.98
apartment_2,79,0.058262,11,11,,1.558648,-1.659589,-0.884727,1.13
apartment_2,80,0.063378,12,12,,1.558648,-1.659589,-1.384727,0.50
apartment_2,81,0.060075,11,11,,1.558648,-1.659589,-1.884727,0.98
apartment_2,82,0.055130,9,9,,1.558648,-1.659589,-2.384727,1.05
apartment_2,83,0.053018,9,9,,1.558648,-1.659589,-2.884727,1.01
apartment_2,84,0.050252,8,8,,1.558648,-1.659589,-3.384727,0.91
apartment_2,85,0.043301,6,6,,1.558648,-1.659589,-3.884727,0.97
apartment_2,86,0.040888,5,6,min,1.558648,-1.659589,-4.384727,0.94
apartment_2,87,0.043128,6,6,,1.558648,-1.659589,-4.884727,0.93
apartment_2,88,0.042985,6,6,,1.558648,-1.659589,-5.384727,1.00
apartment_2,89,0.044550,6,6,,1.558648,-1.659589,-5.884727,0.92
apartment_2,90,0.046126,7,7,,1.558648,-1.659589,-6.384727,0.99
apartment_2,93,0.063047,12,12,,2.058648,-1.659589,0.115273,0.58
apartment_2,94,0.060620,11,11,,2.058648,-1.659589,-0.384727,1.06
apartment_2,95,0.059574,11,11,,2.058648,-1.659589,-0.884727,1.12
apartment_2,96,0.064698,13,13,,2.058648,-1.659589,-1.384727,0.77
apartment_2,98,0.060855,11,11,,2.058648,-1.659589,-2.384727,0.78
apartment_2,99,0.052926,9,9,,2.058648,-1.659589,-2.884727,0.91
apartment_2,100,0.051216,8,8,,2.058648,-1.659589,-3.384727,1.01
apartment_2,101,0.051038,8,8,,2.058648,-1.659589,-3.884727,0.94
apartment_2,102,0.043964,6,6,,2.058648,-1.659589,-4.384727,1.08
apartment_2,103,0.047458,7,7,,2.058648,-1.659589,-4.884727,0.94
apartment_2,104,0.047480,7,7,,2.058648,-1.659589,-5.384727,1.04
apartment_2,105,0.048973,8,8,,2.058648,-1.659589,-5.884727,1.05
apartment_2,106,0.045668,7,7,,2.058648,-1.659589,-6.384727,1.02
apartment_2,107,0.063034,12,12,,2.558648,-1.659589,1.115273,0.68
apartment_2,108,0.055958,10,10,,2.558648,-1.659589,0.615273,1.25
apartment_2,109,0.058284,11,11,,2.558648,-1.659589,0.115273,1.23
apartment_2,110,0.055179,9,9,,2.558648,-1.659589,-0.384727,1.25
apartment_2,111,0.063216,12,12,,2.558648,-1.659589,-0.884727,1.23
apartment_2,113,0.068696,14,14,,2.558648,-1.659589,-2.384727,0.64
apartment_2,114,0.057067,10,10,,2.558648,-1.659589,-2.884727,0.82
apartment_2,115,0.058175,10,10,,2.558648,-1.659589,-3.384727,1.00
apartment_2,117,0.051217,8,8,,2.558648,-1.659589,-4.384727,1.31
apartment_2,120,0.052083,9,9,,2.558648,-1.659589,-5.884727,0.95
apartment_2,122,0.066797,14,14,,3.058648,-1.659589,1.115273,0.67
apartment_2,123,0.055502,10,10,,3.058648,-1.659589,0.615273,1.26
apartment_2,129,0.070494,15,15,,3.058648,-1.659589,-2.884727,1.42
apartment_2,132,0.060127,11,11,,3.058648,-1.659589,-4.384727,1.10
apartment_2,133,0.064712,13,13,,3.058648,-1.659589,-5.884727,1.12
apartment_2,134,0.065854,13,13,,3.058648,-1.659589,-6.384727,1.24
