scene,loc_id,sigma_1,n_raw,n_planned,clamped,x,y,z,probe_seconds
frl_apartment_3,0,0.100557,30,30,,-3.199887,-1.538082,0.017970,0.97
frl_apartment_3,1,0.081089,20,20,,-3.199887,-1.538082,-0.482030,0.99
frl_apartment_3,3,0.089501,24,24,,-2.699887,-1.538082,0.017970,1.00
frl_apartment_3,4,0.078459,19,19,,-2.699887,-1.538082,-0.482030,1.01
frl_apartment_3,5,0.077386,18,18,,-2.699887,-1.538082,-0.982030,1.00
frl_apartment_3,9,0.081644,20,20,,-2.199887,-1.538082,0.017970,1.01
frl_apartment_3,10,0.077372,18,18,,-2.199887,-1.538082,-0.482030,1.00
frl_apartment_3,11,0.068091,14,14,,-2.199887,-1.538082,-0.982030,1.01
frl_apartment_3,18,0.065955,13,13,,-1.699887,-1.538082,-0.482030,0.95
frl_apartment_3,19,0.066616,14,14,,-1.699887,-1.538082,-0.982030,1.00
frl_apartment_3,26,0.080387,20,20,,-1.199887,-1.538082,0.017970,0.95
frl_apartment_3,27,0.058612,11,11,,-1.199887,-1.538082,-0.482030,0.99
frl_apartment_3,28,0.065494,13,13,,-1.199887,-1.538082,-0.982030,0.99
frl_apartment_3,35,0.058685,11,11,,-0.699887,-1.538082,0.017970,0.94
frl_apartment_3,36,0.060629,11,11,,-0.699887,-1.538082,-0.482030,0.98
frl_apartment_3,37,0.069326,15,15,,-0.699887,-1.538082,-0.982030,1.01
frl_apartment_3,43,0.082522,21,21,,-0.199887,-1.538082,0.517970,0.92
frl_apartment_3,44,0.053585,9,9,,-0.199887,-1.538082,0.017970,0.97
frl_apartment_3,45,0.053126,9,9,,-0.199887,-1.538082,-0.482030,0.99
frl_apartment_3,52,0.074571,17,17,,0.300113,-1.538082,0.517970,0.97
frl_apartment_3,53,0.051039,8,8,,0.300113,-1.538082,0.017970,0.96
frl_apartment_3,54,0.057602,10,10,,0.300113,-1.538082,-0.482030,0.97
frl_apartment_3,56,0.045144,7,7,,0.300113,-1.538082,-3.482030,0.80
frl_apartment_3,57,0.048027,7,7,,0.300113,-1.538082,-3.982030,0.95
frl_apartment_3,58,0.050633,8,8,,0.300113,-1.538082,-4.482030,0.98
frl_apartment_3,59,0.057462,10,10,,0.300113,-1.538082,-4.982030,0.98
frl_apartment_3,62,0.050625,8,8,,0.800113,-1.538082,0.017970,1.20
frl_apartment_3,63,0.047409,7,7,,0.800113,-1.538082,-0.482030,0.97
frl_apartment_3,64,0.053768,9,9,,0.800113,-1.538082,-0.982030,0.97
frl_apartment_3,66,0.049509,8,8,,0.800113,-1.538082,-2.982030,0.83
frl_apartment_3,67,0.043426,6,6,,0.800113,-1.538082,-3.482030,0.97
frl_apartment_3,68,0.048159,7,7,,0.800113,-1.538082,-3.982030,0.97
frl_apartment_3,69,0.049264,8,8,,0.800113,-1.538082,-4.482030,0.91
frl_apartment_3,70,0.048233,7,7,,0.800113,-1.538082,-4.982030,0.97
frl_apartment_3,73,0.049291,8,8,,1.300113,-1.538082,0.017970,1.16
frl_apartment_3,74,0.041910,6,6,,1.300113,-1.538082,-0.482030,1.00
frl_apartment_3,75,0.046961,7,7,,1.300113,-1.538082,-0.982030,0.96
frl_apartment_3,79,0.038036,5,6,min,1.300113,-1.538082,-2.982030,0.86
frl_apartment_3,80,0.037942,5,6,min,1.300113,-1.538082,-3.482030,0.97
frl_apartment_3,81,0.040102,5,6,min,1.300113,-1.538082,-3.982030,0.96
frl_apartment_3,82,0.042292,6,6,,1.300113,-1.538082,-4.482030,0.96
frl_apartment_3,83,0.043945,6,6,,1.300113,-1.538082,-4.982030,0.89
frl_apartment_3,87,0.049402,8,8,,1.800113,-1.538082,0.017970,1.13
frl_apartment_3,88,0.045555,7,7,,1.800113,-1.538082,-0.482030,0.98
frl_apartment_3,89,0.045612,7,7,,1.800113,-1.538082,-0.982030,0.90
frl_apartment_3,90,0.046402,7,7,,1.800113,-1.538082,-1.482030,0.93
frl_apartment_3,93,0.035582,4,6,min,1.800113,-1.538082,-2.982030,0.92
frl_apartment_3,94,0.035605,4,6,min,1.800113,-1.538082,-3.482030,0.97
frl_apartment_3,95,0.036278,4,6,min,1.800113,-1.538082,-3.982030,0.95
frl_apartment_3,96,0.039079,5,6,min,1.800113,-1.538082,-4.482030,0.96
frl_apartment_3,97,0.042278,6,6,,1.800113,-1.538082,-4.982030,0.96
frl_apartment_3,101,0.047979,7,7,,2.300113,-1.538082,0.017970,1.13
frl_apartment_3,102,0.042889,6,6,,2.300113,-1.538082,-0.482030,1.00
frl_apartment_3,103,0.044272,6,6,,2.300113,-1.538082,-0.982030,0.97
frl_apartment_3,104,0.046238,7,7,,2.300113,-1.538082,-1.482030,0.93
frl_apartment_3,105,0.049058,8,8,,2.300113,-1.538082,-1.982030,0.95
frl_apartment_3,106,0.037552,5,6,min,2.300113,-1.538082,-2.482030,0.95
frl_apartment_3,107,0.032232,4,6,min,2.300113,-1.538082,-2.982030,0.96
frl_apartment_3,108,0.029724,3,6,min,2.300113,-1.538082,-3.482030,0.95
frl_apartment_3,109,0.032194,4,6,min,2.300113,-1.538082,-3.982030,0.96
frl_apartment_3,110,0.035700,4,6,min,2.300113,-1.538082,-4.482030,0.95
frl_apartment_3,111,0.040691,5,6,min,2.300113,-1.538082,-4.982030,0.94
frl_apartment_3,114,0.047417,7,7,,2.800113,-1.538082,0.017970,1.13
frl_apartment_3,115,0.049478,8,8,,2.800113,-1.538082,-0.482030,0.97
frl_apartment_3,119,0.035490,4,6,min,2.800113,-1.538082,-2.482030,0.89
frl_apartment_3,120,0.029156,3,6,min,2.800113,-1.538082,-2.982030,0.96
frl_apartment_3,121,0.031488,3,6,min,2.800113,-1.538082,-3.482030,0.95
frl_apartment_3,122,0.029682,3,6,min,2.800113,-1.538082,-3.982030,0.96
frl_apartment_3,123,0.031885,4,6,min,2.800113,-1.538082,-4.482030,0.95
frl_apartment_3,124,0.037773,5,6,min,2.800113,-1.538082,-4.982030,0.94
frl_apartment_3,127,0.050395,8,8,,3.300113,-1.538082,0.017970,1.14
frl_apartment_3,128,0.045505,7,7,,3.300113,-1.538082,-0.482030,0.97
frl_apartment_3,132,0.040950,5,6,min,3.300113,-1.538082,-2.482030,0.88
frl_apartment_3,133,0.028244,3,6,min,3.300113,-1.538082,-2.982030,0.94
frl_apartment_3,134,0.028544,3,6,min,3.300113,-1.538082,-3.482030,0.96
frl_apartment_3,135,0.031089,3,6,min,3.300113,-1.538082,-3.982030,0.96
frl_apartment_3,136,0.033686,4,6,min,3.300113,-1.538082,-4.482030,0.95
frl_apartment_3,137,0.039046,5,6,min,3.300113,-1.538082,-4.982030,0.95
frl_apartment_3,140,0.054370,9,9,,3.800113,-1.538082,0.017970,1.16
frl_apartment_3,141,0.052283,9,9,,3.800113,-1.538082,-0.482030,0.97
frl_apartment_3,142,0.053825,9,9,,3.800113,-1.538082,-0.982030,0.95
frl_apartment_3,143,0.057835,10,10,,3.800113,-1.538082,-1.482030,0.93
frl_apartment_3,144,0.049595,8,8,,3.800113,-1.538082,-1.982030,0.94
frl_apartment_3,145,0.035745,4,6,min,3.800113,-1.538082,-2.482030,0.94
frl_apartment_3,146,0.031706,3,6,min,3.800113,-1.538082,-2.982030,0.97
frl_apartment_3,147,0.025295,2,6,min,3.800113,-1.538082,-3.482030,0.96
frl_apartment_3,148,0.029283,3,6,min,3.800113,-1.538082,-3.982030,0.95
frl_apartment_3,149,0.035644,4,6,min,3.800113,-1.538082,-4.482030,0.95
frl_apartment_3,150,0.041800,6,6,,3.800113,-1.538082,-4.982030,0.94
frl_apartment_3,152,0.058460,11,11,,4.300113,-1.538082,0.017970,1.13
frl_apartment_3,153,0.060559,11,11,,4.300113,-1.538082,-0.482030,0.98
frl_apartment_3,154,0.054490,9,9,,4.300113,-1.538082,-0.982030,0.95
frl_apartment_3,155,0.054070,9,9,,4.300113,-1.538082,-1.482030,0.94
frl_apartment_3,156,0.045496,7,7,,4.300113,-1.538082,-1.982030,0.97
frl_apartment_3,157,0.040178,5,6,min,4.300113,-1.538082,-2.482030,0.95
frl_apartment_3,158,0.031294,3,6,min,4.300113,-1.538082,-2.982030,0.90
frl_apartment_3,159,0.028923,3,6,min,4.300113,-1.538082,-3.482030,0.96
frl_apartment_3,160,0.027249,3,6,min,4.300113,-1.538082,-3.982030,0.98
frl_apartment_3,161,0.037857,5,6,min,4.300113,-1.538082,-4.482030,0.96
frl_apartment_3,164,0.067703,14,14,,4.800113,-1.538082,0.017970,1.11
frl_apartment_3,165,0.078225,19,19,,4.800113,-1.538082,-0.482030,1.01
frl_apartment_3,166,0.077517,18,18,,4.800113,-1.538082,-0.982030,0.96
frl_apartment_3,168,0.057358,10,10,,4.800113,-1.538082,-1.982030,0.92
frl_apartment_3,169,0.038600,5,6,min,4.800113,-1.538082,-2.482030,0.94
frl_apartment_3,170,0.033937,4,6,min,4.800113,-1.538082,-2.982030,0.96
frl_apartment_3,171,0.031143,3,6,min,4.800113,-1.538082,-3.482030,0.96
frl_apartment_3,172,0.030396,3,6,min,4.800113,-1.538082,-3.982030,0.97
frl_apartment_3,173,0.041558,6,6,,4.800113,-1.538082,-4.482030,0.97
frl_apartment_3,174,0.052408,9,9,,4.800113,-1.538082,-4.982030,0.98
frl_apartment_3,177,0.075507,17,17,,5.300113,-1.538082,0.517970,1.09
frl_apartment_3,178,0.084245,21,21,,5.300113,-1.538082,0.017970,0.96
frl_apartment_3,181,0.040378,5,6,min,5.300113,-1.538082,-2.482030,0.85
frl_apartment_3,182,0.034722,4,6,min,5.300113,-1.538082,-2.982030,0.94
frl_apartment_3,183,0.031067,3,6,min,5.300113,-1.538082,-3.482030,0.98
frl_apartment_3,184,0.032371,4,6,min,5.300113,-1.538082,-3.982030,0.98
frl_apartment_3,185,0.040328,5,6,min,5.300113,-1.538082,-4.482030,0.98
frl_apartment_3,189,0.040913,5,6,min,5.800113,-1.538082,-2.482030,0.98
frl_apartment_3,190,0.033485,4,6,min,5.800113,-1.538082,-2.982030,0.96
frl_apartment_3,191,0.034653,4,6,min,5.800113,-1.538082,-3.482030,0.96
frl_apartment_3,192,0.035758,4,6,min,5.800113,-1.538082,-3.982030,0.84
frl_apartment_3,193,0.042908,6,6,,5.800113,-1.538082,-4.482030,0.99
frl_apartment_3,194,0.065771,13,13,,5.800113,-1.538082,-4.982030,1.02
