scene,loc_id,sigma_1,n_raw,n_planned,clamped,x,y,z,probe_seconds
office_3,1,0.081169,20,20,,-4.539338,-1.249195,2.837139,1.60
office_3,2,0.073410,16,16,,-4.039338,-1.249195,3.337139,1.57
office_3,3,0.070958,15,15,,-4.039338,-1.249195,2.837139,1.55
office_3,4,0.074265,17,17,,-4.039338,-1.249195,2.337139,1.59
office_3,6,0.066080,13,13,,-3.539338,-1.249195,3.837139,1.52
office_3,7,0.068072,14,14,,-3.539338,-1.249195,3.337139,1.55
office_3,8,0.071720,16,16,,-3.539338,-1.249195,2.837139,1.54
office_3,9,0.063355,12,12,,-3.539338,-1.249195,2.337139,1.57
office_3,10,0.063762,13,13,,-3.539338,-1.249195,1.837139,1.56
office_3,11,0.072398,16,16,,-3.539338,-1.249195,1.337139,1.58
office_3,12,0.064512,13,13,,-3.039338,-1.249195,4.337139,1.47
office_3,13,0.067635,14,14,,-3.039338,-1.249195,3.837139,1.52
office_3,14,0.065421,13,13,,-3.039338,-1.249195,3.337139,1.54
office_3,17,0.061656,12,12,,-3.039338,-1.249195,1.837139,1.57
office_3,18,0.060301,11,11,,-3.039338,-1.249195,1.337139,1.55
office_3,19,0.065089,13,13,,-3.039338,-1.249195,0.837139,1.57
office_3,21,0.059497,11,11,,-2.539338,-1.249195,4.337139,1.47
office_3,22,0.068253,14,14,,-2.539338,-1.249195,3.837139,1.55
office_3,27,0.054660,9,9,,-2.539338,-1.249195,1.337139,1.63
office_3,28,0.055252,10,10,,-2.539338,-1.249195,0.837139,1.56
office_3,31,0.062340,12,12,,-2.039338,-1.249195,3.837139,1.47
office_3,36,0.054968,9,9,,-2.039338,-1.249195,1.337139,1.58
office_3,37,0.052076,9,9,,-2.039338,-1.249195,0.837139,1.52
office_3,38,0.053863,9,9,,-2.039338,-1.249195,0.337139,1.55
office_3,44,0.055485,10,10,,-1.539338,-1.249195,1.837139,1.49
office_3,45,0.049029,8,8,,-1.539338,-1.249195,1.337139,1.53
office_3,46,0.054416,9,9,,-1.539338,-1.249195,0.837139,1.50
office_3,53,0.058782,11,11,,-1.039338,-1.249195,2.337139,1.52
office_3,54,0.053840,9,9,,-1.039338,-1.249195,1.837139,1.49
office_3,56,0.054918,9,9,,-1.039338,-1.249195,0.837139,1.53
office_3,59,0.057411,10,10,,-1.039338,-1.249195,-0.662861,1.52
office_3,60,0.061460,12,12,,-1.039338,-1.249195,-1.162861,1.56
office_3,62,0.067265,14,14,,-0.539338,-1.249195,3.837139,1.49
office_3,64,0.057187,10,10,,-0.539338,-1.249195,2.837139,1.57
office_3,65,0.055892,10,10,,-0.539338,-1.249195,2.337139,1.58
office_3,69,0.057098,10,10,,-0.539338,-1.249195,0.337139,1.55
office_3,70,0.057981,10,10,,-0.539338,-1.249195,-0.162861,1.50
office_3,71,0.059858,11,11,,-0.539338,-1.249195,-0.662861,1.50
office_3,72,0.061171,12,12,,-0.539338,-1.249195,-1.162861,1.53
office_3,73,0.072370,16,16,,-0.539338,-1.249195,-1.662861,1.48
office_3,76,0.066120,13,13,,-0.039338,-1.249195,3.837139,1.55
office_3,77,0.063787,13,13,,-0.039338,-1.249195,3.337139,1.53
office_3,78,0.054207,9,9,,-0.039338,-1.249195,2.837139,1.53
office_3,85,0.056579,10,10,,-0.039338,-1.249195,-0.662861,1.55
office_3,86,0.062518,12,12,,-0.039338,-1.249195,-1.162861,1.56
office_3,87,0.066937,14,14,,-0.039338,-1.249195,-1.662861,1.55
office_3,88,0.080414,20,20,,-0.039338,-1.249195,-2.162861,1.61
office_3,89,0.082835,21,21,,-0.039338,-1.249195,-2.662861,1.65
office_3,90,0.061523,12,12,,0.460662,-1.249195,3.337139,1.58
office_3,91,0.059398,11,11,,0.460662,-1.249195,2.837139,1.56
office_3,99,0.061870,12,12,,0.460662,-1.249195,-1.162861,1.56
office_3,100,0.085103,22,22,,0.460662,-1.249195,-1.662861,1.57
office_3,109,0.061103,12,12,,0.960662,-1.249195,-0.662861,1.52
office_3,110,0.081404,20,20,,0.960662,-1.249195,-1.162861,1.53
office_3,116,0.059743,11,11,,1.460662,-1.249195,-0.162861,1.48
office_3,117,0.060853,11,11,,1.460662,-1.249195,-0.662861,1.50
office_3,122,0.065129,13,13,,1.960662,-1.249195,-0.162861,1.53
office_3,123,0.068926,15,15,,1.960662,-1.249195,-0.662861,1.53
office_3,126,0.064176,13,13,,2.460662,-1.249195,0.337139,1.54
office_3,127,0.072895,16,16,,2.460662,-1.249195,-0.162861,1.55
office_3,128,0.080549,20,20,,2.460662,-1.249195,-0.662861,1.56
office_3,129,0.078990,19,19,,2.960662,-1.249195,-0.162861,1.58
