scene,loc_id,sigma_1,n_raw,n_planned,clamped,x,y,z,probe_seconds
frl_apartment_5,0,0.101389,31,31,,-3.153635,-1.470114,0.101726,1.00
frl_apartment_5,1,0.078813,19,19,,-3.153635,-1.470114,-0.398274,1.00
frl_apartment_5,2,0.093043,26,26,,-3.153635,-1.470114,-0.898274,1.03
frl_apartment_5,3,0.101483,31,31,,-2.653635,-1.470114,0.101726,1.02
frl_apartment_5,4,0.084766,22,22,,-2.653635,-1.470114,-0.398274,1.01
frl_apartment_5,5,0.082693,21,21,,-2.653635,-1.470114,-0.898274,1.00
frl_apartment_5,10,0.083547,21,21,,-2.153635,-1.470114,0.101726,1.01
frl_apartment_5,11,0.072391,16,16,,-2.153635,-1.470114,-0.398274,1.03
frl_apartment_5,12,0.074721,17,17,,-2.153635,-1.470114,-0.898274,1.06
frl_apartment_5,20,0.069379,15,15,,-1.653635,-1.470114,-0.398274,1.00
frl_apartment_5,21,0.072836,16,16,,-1.653635,-1.470114,-0.898274,1.05
frl_apartment_5,28,0.074834,17,17,,-1.153635,-1.470114,0.101726,0.94
frl_apartment_5,29,0.065467,13,13,,-1.153635,-1.470114,-0.398274,0.98
frl_apartment_5,30,0.067343,14,14,,-1.153635,-1.470114,-0.898274,1.01
frl_apartment_5,36,0.065931,13,13,,-0.653635,-1.470114,0.101726,0.95
frl_apartment_5,37,0.057729,10,10,,-0.653635,-1.470114,-0.398274,1.01
frl_apartment_5,38,0.067317,14,14,,-0.653635,-1.470114,-0.898274,1.04
frl_apartment_5,45,0.057042,10,10,,-0.153635,-1.470114,0.101726,0.96
frl_apartment_5,46,0.054097,9,9,,-0.153635,-1.470114,-0.398274,1.00
frl_apartment_5,53,0.077247,18,18,,0.346365,-1.470114,0.601726,0.97
frl_apartment_5,54,0.055018,9,9,,0.346365,-1.470114,0.101726,0.97
frl_apartment_5,55,0.052546,9,9,,0.346365,-1.470114,-0.398274,1.04
frl_apartment_5,57,0.046263,7,7,,0.346365,-1.470114,-3.398274,0.80
frl_apartment_5,58,0.054184,9,9,,0.346365,-1.470114,-3.898274,0.94
frl_apartment_5,59,0.058568,11,11,,0.346365,-1.470114,-4.398274,0.95
frl_apartment_5,60,0.058939,11,11,,0.346365,-1.470114,-4.898274,0.99
frl_apartment_5,63,0.052458,9,9,,0.846365,-1.470114,0.101726,1.22
frl_apartment_5,64,0.045615,7,7,,0.846365,-1.470114,-0.398274,0.99
frl_apartment_5,65,0.056081,10,10,,0.846365,-1.470114,-0.898274,1.00
frl_apartment_5,67,0.060118,11,11,,0.846365,-1.470114,-2.898274,0.86
frl_apartment_5,68,0.044041,6,6,,0.846365,-1.470114,-3.398274,0.89
frl_apartment_5,69,0.043352,6,6,,0.846365,-1.470114,-3.898274,0.95
frl_apartment_5,70,0.047685,7,7,,0.846365,-1.470114,-4.398274,0.96
frl_apartment_5,71,0.053495,9,9,,0.846365,-1.470114,-4.898274,1.00
frl_apartment_5,72,0.054833,9,9,,0.846365,-1.470114,-5.398274,1.04
frl_apartment_5,74,0.054681,9,9,,1.346365,-1.470114,0.101726,1.03
frl_apartment_5,75,0.045630,7,7,,1.346365,-1.470114,-0.398274,0.98
frl_apartment_5,76,0.044361,6,6,,1.346365,-1.470114,-0.898274,0.95
frl_apartment_5,77,0.052797,9,9,,1.346365,-1.470114,-1.398274,0.91
frl_apartment_5,78,0.049570,8,8,,1.346365,-1.470114,-1.898274,0.93
frl_apartment_5,79,0.051757,8,8,,1.346365,-1.470114,-2.398274,0.87
frl_apartment_5,80,0.037968,5,6,min,1.346365,-1.470114,-2.898274,0.97
