scene,loc_id,sigma_1,n_raw,n_planned,clamped,x,y,z,probe_seconds
room_0,8,0.058802,11,11,,-0.247094,-1.549177,0.586864,1.23
room_0,9,0.060820,11,11,,-0.247094,-1.549177,0.086864,1.24
room_0,14,0.064934,13,13,,-0.247094,-1.549177,-2.413136,1.22
room_0,15,0.062660,12,12,,-0.247094,-1.549177,-2.913136,1.23
room_0,16,0.063420,12,12,,0.252906,-1.549177,0.586864,1.21
room_0,17,0.063795,13,13,,0.252906,-1.549177,0.086864,1.20
room_0,18,0.058133,10,10,,0.252906,-1.549177,-0.413136,1.20
room_0,19,0.057893,10,10,,0.252906,-1.549177,-0.913136,1.22
room_0,20,0.056602,10,10,,0.252906,-1.549177,-1.413136,1.21
room_0,21,0.057058,10,10,,0.252906,-1.549177,-1.913136,1.22
room_0,22,0.066933,14,14,,0.252906,-1.549177,-2.413136,1.22
room_0,23,0.063430,12,12,,0.252906,-1.549177,-2.913136,1.20
room_0,25,0.058539,11,11,,0.752906,-1.549177,0.586864,1.23
room_0,26,0.060613,11,11,,0.752906,-1.549177,0.086864,1.20
room_0,27,0.060149,11,11,,0.752906,-1.549177,-0.413136,1.19
room_0,28,0.052153,9,9,,0.752906,-1.549177,-0.913136,1.19
room_0,29,0.056014,10,10,,0.752906,-1.549177,-1.413136,1.19
room_0,30,0.058900,11,11,,0.752906,-1.549177,-1.913136,1.20
room_0,31,0.058543,11,11,,0.752906,-1.549177,-2.413136,1.21
room_0,32,0.068030,14,14,,0.752906,-1.549177,-2.913136,1.20
room_0,34,0.056174,10,10,,1.252906,-1.549177,0.586864,1.22
room_0,35,0.051679,8,8,,1.252906,-1.549177,0.086864,1.22
room_0,36,0.054838,9,9,,1.252906,-1.549177,-0.413136,1.19
room_0,37,0.052894,9,9,,1.252906,-1.549177,-0.913136,1.19
room_0,38,0.051726,8,8,,1.252906,-1.549177,-1.413136,1.20
room_0,39,0.053716,9,9,,1.252906,-1.549177,-1.913136,1.20
room_0,40,0.056484,10,10,,1.252906,-1.549177,-2.413136,1.20
room_0,41,0.062273,12,12,,1.252906,-1.549177,-2.913136,1.21
room_0,43,0.075742,17,17,,1.752906,-1.549177,0.586864,1.29
room_0,44,0.053216,9,9,,1.752906,-1.549177,0.086864,1.20
room_0,49,0.057167,10,10,,1.752906,-1.549177,-2.413136,1.20
room_0,50,0.057635,10,10,,1.752906,-1.549177,-2.913136,1.18
room_0,54,0.048628,7,7,,2.252906,-1.549177,-0.413136,1.21
room_0,55,0.045930,7,7,,2.252906,-1.549177,-0.913136,1.22
room_0,57,0.050018,8,8,,2.252906,-1.549177,-1.913136,1.22
room_0,58,0.052646,9,9,,2.252906,-1.549177,-2.413136,1.20
room_0,59,0.056446,10,10,,2.252906,-1.549177,-2.913136,1.21
room_0,63,0.047934,7,7,,2.752906,-1.549177,-0.413136,1.24
room_0,64,0.042565,6,6,,2.752906,-1.549177,-0.913136,1.23
room_0,65,0.047282,7,7,,2.752906,-1.549177,-1.413136,1.20
room_0,66,0.054180,9,9,,2.752906,-1.549177,-1.913136,1.19
room_0,71,0.047292,7,7,,3.252906,-1.549177,-0.413136,1.20
room_0,74,0.051165,8,8,,3.252906,-1.549177,-1.913136,1.21
room_0,79,0.047043,7,7,,3.752906,-1.549177,-0.413136,1.22
room_0,82,0.049603,8,8,,3.752906,-1.549177,-1.913136,1.20
room_0,87,0.051761,8,8,,4.252906,-1.549177,-0.413136,1.22
room_0,90,0.053282,9,9,,4.252906,-1.549177,-1.913136,1.20
room_0,95,0.053618,9,9,,4.752906,-1.549177,-0.413136,1.23
room_0,96,0.053560,9,9,,4.752906,-1.549177,-0.913136,1.20
room_0,97,0.054143,9,9,,4.752906,-1.549177,-1.413136,1.19
room_0,98,0.053294,9,9,,4.752906,-1.549177,-1.913136,1.21
room_0,102,0.058488,11,11,,5.252906,-1.549177,0.586864,1.21
room_0,103,0.060746,11,11,,5.252906,-1.549177,0.086864,1.23
room_0,111,0.061785,12,12,,5.752906,-1.549177,0.586864,1.21
room_0,112,0.070091,15,15,,5.752906,-1.549177,0.086864,1.23
room_0,120,0.065797,13,13,,6.252906,-1.549177,0.586864,1.22
room_0,121,0.069688,15,15,,6.252906,-1.549177,0.086864,1.23
