scene,loc_id,sigma_1,n_raw,n_planned,clamped,x,y,z,probe_seconds
frl_apartment_4,3,0.090376,25,25,,-0.515750,-1.548102,0.948494,0.98
frl_apartment_4,4,0.076812,18,18,,-0.515750,-1.548102,0.448494,1.11
frl_apartment_4,5,0.070911,15,15,,-0.515750,-1.548102,-0.051506,1.05
frl_apartment_4,9,0.095121,27,27,,-0.515750,-1.548102,-2.551506,1.22
frl_apartment_4,10,0.099010,29,29,,-0.515750,-1.548102,-3.051506,1.12
frl_apartment_4,14,0.071038,15,15,,-0.015750,-1.548102,2.948494,0.75
frl_apartment_4,15,0.063348,12,12,,-0.015750,-1.548102,2.448494,0.99
frl_apartment_4,16,0.067151,14,14,,-0.015750,-1.548102,1.948494,1.06
frl_apartment_4,17,0.063471,12,12,,-0.015750,-1.548102,1.448494,1.07
frl_apartment_4,18,0.057834,10,10,,-0.015750,-1.548102,0.948494,1.09
frl_apartment_4,19,0.059687,11,11,,-0.015750,-1.548102,0.448494,1.08
frl_apartment_4,20,0.063084,12,12,,-0.015750,-1.548102,-0.051506,1.10
frl_apartment_4,21,0.066750,14,14,,-0.015750,-1.548102,-0.551506,1.10
frl_apartment_4,22,0.077051,18,18,,-0.015750,-1.548102,-1.051506,1.12
frl_apartment_4,23,0.079694,19,19,,-0.015750,-1.548102,-1.551506,1.11
frl_apartment_4,24,0.079899,19,19,,-0.015750,-1.548102,-2.051506,1.12
frl_apartment_4,25,0.095446,27,27,,-0.015750,-1.548102,-2.551506,1.11
frl_apartment_4,26,0.088955,24,24,,-0.015750,-1.548102,-3.051506,1.09
frl_apartment_4,28,0.059134,11,11,,0.484250,-1.548102,4.448494,0.73
frl_apartment_4,29,0.057129,10,10,,0.484250,-1.548102,3.948494,1.01
frl_apartment_4,30,0.058711,11,11,,0.484250,-1.548102,3.448494,1.02
frl_apartment_4,31,0.055300,10,10,,0.484250,-1.548102,2.948494,1.05
frl_apartment_4,32,0.050786,8,8,,0.484250,-1.548102,2.448494,1.02
frl_apartment_4,33,0.050416,8,8,,0.484250,-1.548102,1.948494,1.04
frl_apartment_4,34,0.051079,8,8,,0.484250,-1.548102,1.448494,1.08
frl_apartment_4,35,0.054453,9,9,,0.484250,-1.548102,0.948494,1.09
frl_apartment_4,36,0.054208,9,9,,0.484250,-1.548102,0.448494,1.03
frl_apartment_4,37,0.060369,11,11,,0.484250,-1.548102,-0.051506,1.11
frl_apartment_4,38,0.061534,12,12,,0.484250,-1.548102,-0.551506,1.11
frl_apartment_4,39,0.068675,14,14,,0.484250,-1.548102,-1.051506,1.13
frl_apartment_4,40,0.068172,14,14,,0.484250,-1.548102,-1.551506,1.17
frl_apartment_4,41,0.083728,21,21,,0.484250,-1.548102,-2.051506,1.18
frl_apartment_4,42,0.080010,19,19,,0.484250,-1.548102,-2.551506,1.07
frl_apartment_4,43,0.095943,28,28,,0.484250,-1.548102,-3.051506,1.12
frl_apartment_4,45,0.053317,9,9,,0.984250,-1.548102,4.448494,0.75
frl_apartment_4,46,0.049316,8,8,,0.984250,-1.548102,3.948494,1.01
frl_apartment_4,47,0.051566,8,8,,0.984250,-1.548102,3.448494,0.95
frl_apartment_4,48,0.046948,7,7,,0.984250,-1.548102,2.948494,1.03
frl_apartment_4,49,0.045308,7,7,,0.984250,-1.548102,2.448494,0.95
frl_apartment_4,50,0.047033,7,7,,0.984250,-1.548102,1.948494,1.06
frl_apartment_4,51,0.048640,7,7,,0.984250,-1.548102,1.448494,1.05
frl_apartment_4,52,0.057871,10,10,,0.984250,-1.548102,0.948494,1.08
frl_apartment_4,57,0.080465,20,20,,1.484250,-1.548102,4.948494,1.10
frl_apartment_4,58,0.063643,12,12,,1.484250,-1.548102,4.448494,1.01
frl_apartment_4,59,0.049516,8,8,,1.484250,-1.548102,3.948494,0.90
frl_apartment_4,63,0.040524,5,6,min,1.484250,-1.548102,1.948494,0.94
frl_apartment_4,64,0.048382,7,7,,1.484250,-1.548102,1.448494,1.04
frl_apartment_4,68,0.039590,5,6,min,1.984250,-1.548102,3.948494,1.08
frl_apartment_4,72,0.041635,6,6,,1.984250,-1.548102,1.948494,0.99
frl_apartment_4,73,0.045909,7,7,,1.984250,-1.548102,1.448494,1.03
frl_apartment_4,78,0.052253,9,9,,2.484250,-1.548102,4.448494,1.09
frl_apartment_4,79,0.039239,5,6,min,2.484250,-1.548102,3.948494,1.02
frl_apartment_4,80,0.038192,5,6,min,2.484250,-1.548102,3.448494,1.05
frl_apartment_4,81,0.041308,6,6,,2.484250,-1.548102,2.948494,1.03
frl_apartment_4,82,0.040138,5,6,min,2.484250,-1.548102,2.448494,1.04
frl_apartment_4,83,0.037621,5,6,min,2.484250,-1.548102,1.948494,1.04
frl_apartment_4,84,0.036032,4,6,min,2.484250,-1.548102,1.448494,1.04
frl_apartment_4,87,0.061770,12,12,,2.984250,-1.548102,7.948494,1.08
frl_apartment_4,94,0.043818,6,6,,2.984250,-1.548102,4.448494,0.99
frl_apartment_4,95,0.039651,5,6,min,2.984250,-1.548102,3.948494,1.05
frl_apartment_4,96,0.036291,4,6,min,2.984250,-1.548102,3.448494,1.04
frl_apartment_4,97,0.034530,4,6,min,2.984250,-1.548102,2.948494,1.04
frl_apartment_4,98,0.034777,4,6,min,2.984250,-1.548102,2.448494,1.01
frl_apartment_4,99,0.035681,4,6,min,2.984250,-1.548102,1.948494,1.03
frl_apartment_4,100,0.035470,4,6,min,2.984250,-1.548102,1.448494,1.00
frl_apartment_4,101,0.045016,6,6,,2.984250,-1.548102,0.948494,1.03
frl_apartment_4,102,0.055888,10,10,,2.984250,-1.548102,0.448494,1.01
frl_apartment_4,105,0.063420,12,12,,3.484250,-1.548102,8.448494,1.07
frl_apartment_4,106,0.053778,9,9,,3.484250,-1.548102,7.948494,0.99
frl_apartment_4,111,0.042387,6,6,,3.484250,-1.548102,5.448494,0.95
frl_apartment_4,112,0.037742,5,6,min,3.484250,-1.548102,4.948494,1.01
frl_apartment_4,113,0.036417,4,6,min,3.484250,-1.548102,4.448494,1.03
frl_apartment_4,114,0.032279,4,6,min,3.484250,-1.548102,3.948494,1.02
frl_apartment_4,118,0.033285,4,6,min,3.484250,-1.548102,1.948494,1.00
frl_apartment_4,119,0.036226,4,6,min,3.484250,-1.548102,1.448494,1.02
frl_apartment_4,120,0.043385,6,6,,3.484250,-1.548102,0.948494,1.01
frl_apartment_4,121,0.044988,6,6,,3.484250,-1.548102,0.448494,0.99
frl_apartment_4,122,0.051319,8,8,,3.484250,-1.548102,-0.051506,1.00
frl_apartment_4,129,0.048230,7,7,,3.984250,-1.548102,7.948494,1.09
frl_apartment_4,130,0.045607,7,7,,3.984250,-1.548102,7.448494,0.99
frl_apartment_4,134,0.041592,6,6,,3.984250,-1.548102,5.448494,0.93
frl_apartment_4,135,0.040027,5,6,min,3.984250,-1.548102,4.948494,1.00
frl_apartment_4,136,0.035376,4,6,min,3.984250,-1.548102,4.448494,1.01
frl_apartment_4,142,0.036457,4,6,min,3.984250,-1.548102,1.448494,0.99
frl_apartment_4,143,0.041246,6,6,,3.984250,-1.548102,0.948494,0.99
frl_apartment_4,144,0.048793,8,8,,3.984250,-1.548102,0.448494,1.01
frl_apartment_4,145,0.048500,7,7,,3.984250,-1.548102,-0.051506,0.99
frl_apartment_4,153,0.047419,7,7,,4.484250,-1.548102,7.948494,1.01
frl_apartment_4,154,0.038928,5,6,min,4.484250,-1.548102,7.448494,0.98
frl_apartment_4,158,0.044831,6,6,,4.484250,-1.548102,5.448494,0.94
frl_apartment_4,159,0.039495,5,6,min,4.484250,-1.548102,4.948494,1.02
frl_apartment_4,160,0.033942,4,6,min,4.484250,-1.548102,4.448494,1.01
frl_apartment_4,161,0.033429,4,6,min,4.484250,-1.548102,3.948494,0.95
frl_apartment_4,162,0.032640,4,6,min,4.484250,-1.548102,3.448494,1.00
frl_apartment_4,163,0.031045,3,6,min,4.484250,-1.548102,2.948494,1.00
frl_apartment_4,164,0.033759,4,6,min,4.484250,-1.548102,2.448494,1.02
frl_apartment_4,165,0.037435,5,6,min,4.484250,-1.548102,1.948494,1.02
frl_apartment_4,166,0.040723,5,6,min,4.484250,-1.548102,1.448494,1.01
frl_apartment_4,167,0.044078,6,6,,4.484250,-1.548102,0.948494,1.03
frl_apartment_4,168,0.047702,7,7,,4.484250,-1.548102,0.448494,1.00
frl_apartment_4,169,0.055409,10,10,,4.484250,-1.548102,-0.051506,1.00
frl_apartment_4,176,0.043543,6,6,,4.984250,-1.548102,7.948494,1.10
frl_apartment_4,177,0.041692,6,6,,4.984250,-1.548102,7.448494,1.01
frl_apartment_4,178,0.041611,6,6,,4.984250,-1.548102,6.948494,1.02
