scene,location_id,escape,escape_unweighted,max_depth,esc_60_90,esc_30_60,esc_10_30,esc_-10_10,esc_-90_-10
apartment_0,4,0.0,0.0,9.107254028320312,0.0,0.0,0.0,0.0,0.0
apartment_0,5,0.0,0.0,8.676312446594238,0.0,0.0,0.0,0.0,0.0
apartment_0,6,2.3353258054299458e-05,1.52587890625e-05,8.467011451721191,0.0,0.0,0.00014043841587017684,0.0,0.0
apartment_0,7,1.1642648068938252e-05,7.62939453125e-06,8.022466659545898,0.0,0.0,7.001485820667475e-05,0.0,0.0
apartment_0,8,0.0,0.0,7.677382469177246,0.0,0.0,0.0,0.0,0.0
apartment_0,9,1.1530206943510467e-05,7.62939453125e-06,8.126215934753418,0.0,0.0,6.933867617258676e-05,0.0,0.0
apartment_0,10,1.1569431514046694e-05,7.62939453125e-06,8.622358322143555,0.0,0.0,6.957455917171636e-05,0.0,0.0
apartment_0,11,0.0,0.0,9.12707233428955,0.0,0.0,0.0,0.0,0.0
apartment_0,15,0.0,0.0,11.070527076721191,0.0,0.0,0.0,0.0,0.0
apartment_0,16,0.0,0.0,10.579760551452637,0.0,0.0,0.0,0.0,0.0
apartment_0,17,0.0,0.0,10.12699031829834,0.0,0.0,0.0,0.0,0.0
apartment_0,18,0.0,0.0,9.628341674804688,0.0,0.0,0.0,0.0,0.0
apartment_0,19,1.1708851527979734e-05,7.62939453125e-06,9.125086784362793,0.0,0.0,7.041298290907361e-05,0.0,0.0
apartment_0,20,1.1154450602391986e-05,7.62939453125e-06,8.624574661254883,0.0,0.0,6.70790075140572e-05,0.0,0.0
apartment_0,21,5.450762201487476e-05,3.814697265625e-05,8.123067855834961,0.0,0.0,0.0003277899841992312,0.0,0.0
apartment_0,22,3.3243246603967566e-05,2.288818359375e-05,7.630245685577393,0.0,0.0,0.0001999133859861289,0.0,0.0
apartment_0,23,3.425083420321535e-05,2.288818359375e-05,7.62747049331665,0.0,0.0,0.0002059726692758428,0.0,0.0
apartment_0,24,0.0,0.0,8.127790451049805,0.0,0.0,0.0,0.0,0.0
apartment_0,25,1.1768002012682918e-05,7.62939453125e-06,8.627678871154785,0.0,0.0,7.076869346347906e-05,0.0,0.0
apartment_0,26,0.0,0.0,9.12707233428955,0.0,0.0,0.0,0.0,0.0
