scene,location_id,escape,escape_unweighted,max_depth,esc_60_90,esc_30_60,esc_10_30,esc_-10_10,esc_-90_-10
frl_apartment_4,3,3.442159263596425e-05,2.288818359375e-05,7.952874660491943,0.0,0.0,0.00013843102719646,0.0,2.7506913305067852e-05
frl_apartment_4,4,0.0,0.0,8.474710464477539,0.0,0.0,0.0,0.0,0.0
frl_apartment_4,5,2.0854112936127746e-05,1.52587890625e-05,9.007024765014648,0.0,0.0,0.000125409421602668,0.0,0.0
frl_apartment_4,9,1.0985619085880627e-05,7.62939453125e-06,11.557060241699219,0.0,0.0,0.0,0.0,2.650208461334383e-05
frl_apartment_4,10,0.0,0.0,12.0744047164917,0.0,0.0,0.0,0.0,0.0
frl_apartment_4,14,2.393897789145483e-05,1.52587890625e-05,6.661657333374023,0.0,0.0,0.0,0.00014002523056479978,0.0
frl_apartment_4,15,0.0,0.0,6.6762375831604,0.0,0.0,0.0,0.0,0.0
frl_apartment_4,16,1.1569431514046694e-05,7.62939453125e-06,6.921077728271484,0.0,0.0,0.0,0.0,2.791049375702738e-05
frl_apartment_4,17,1.1708851527979734e-05,7.62939453125e-06,7.4552903175354,0.0,0.0,7.041298290907361e-05,0.0,0.0
frl_apartment_4,18,1.1043562203084313e-05,7.62939453125e-06,8.00027847290039,0.0,0.0,0.0,0.0,2.664186857844295e-05
frl_apartment_4,19,1.1402139726233798e-05,7.62939453125e-06,8.522062301635742,0.0,0.0,6.856852422730279e-05,0.0,0.0
frl_apartment_4,20,3.365643252906741e-05,2.288818359375e-05,9.039539337158203,0.0,0.0,0.00020239814321554653,0.0,0.0
frl_apartment_4,21,6.547676073339011e-05,4.57763671875e-05,9.553231239318848,0.0,0.0,0.00039375459014443485,0.0,0.0
frl_apartment_4,22,7.58019340145673e-05,5.340576171875e-05,10.061400413513184,0.0,0.0,0.0004558466107019963,0.0,0.0
frl_apartment_4,23,7.841058395832708e-05,9.918212890625e-05,10.575092315673828,0.0009888634200252184,0.0,6.70790075140572e-05,0.0,0.0
frl_apartment_4,24,3.62234712693737e-05,3.814697265625e-05,11.084424018859863,0.0,0.00020099892792490204,0.0,0.0,0.0
frl_apartment_4,25,1.0241150864499198e-05,7.62939453125e-06,11.58579158782959,0.0,0.0,0.0,0.0,2.4706103918878067e-05
frl_apartment_4,26,1.0864778645161045e-05,7.62939453125e-06,12.099656105041504,0.0,0.0,0.0,0.0,2.6210564985762698e-05
frl_apartment_4,28,1.1530206943510467e-05,7.62939453125e-06,8.119529724121094,0.0,0.0,0.0,0.0,2.7815867056506766e-05
frl_apartment_4,29,0.0,0.0,7.619157314300537,0.0,0.0,0.0,0.0,0.0
frl_apartment_4,30,8.10239617436158e-06,7.62939453125e-06,6.921363353729248,0.0,4.495905244858282e-05,0.0,0.0,0.0
frl_apartment_4,31,0.0,0.0,6.423440933227539,0.0,0.0,0.0,0.0,0.0
frl_apartment_4,32,0.0,0.0,6.4318132400512695,0.0,0.0,0.0,0.0,0.0
frl_apartment_4,33,1.1820063893007601e-05,7.62939453125e-06,6.975462913513184,0.0,0.0,0.0,6.913858976827308e-05,0.0
frl_apartment_4,34,2.313656997465015e-05,1.52587890625e-05,7.522816181182861,0.0,0.0,0.0,7.008649389138308e-05,2.690937955967361e-05
frl_apartment_4,35,2.0926601856760328e-05,1.52587890625e-05,8.046320915222168,0.0,0.0,0.0,0.0,5.0484052718560345e-05
frl_apartment_4,36,2.317634528479931e-05,1.52587890625e-05,8.555961608886719,0.0,0.0,0.0001393745236698664,0.0,0.0
frl_apartment_4,37,3.454271448772036e-05,2.288818359375e-05,9.064446449279785,0.0,0.0,0.00020772793634326052,0.0,0.0
frl_apartment_4,38,3.420470205839899e-05,2.288818359375e-05,9.582695960998535,0.0,0.0,0.0002056952465143746,0.0,0.0
frl_apartment_4,39,2.2758147307651233e-05,1.52587890625e-05,10.082562446594238,0.0,0.0,0.00013685962569313738,0.0,0.0
frl_apartment_4,40,4.189704002883884e-05,3.814697265625e-05,10.591782569885254,0.0,0.00016872855618106164,6.909235102387327e-05,0.0,0.0
frl_apartment_4,41,8.89343236348633e-05,7.62939453125e-05,7.576491832733154,0.0,0.0004290788799978108,6.979996449815005e-05,0.0,0.0
frl_apartment_4,42,4.6457038141181354e-05,3.814697265625e-05,8.086655616760254,0.0,0.0002577835456879223,0.0,0.0,0.0
frl_apartment_4,43,4.978049071010207e-05,3.814697265625e-05,8.584856033325195,0.0,0.0002762249147768952,0.0,0.0,0.0
frl_apartment_4,45,9.402243712655792e-06,7.62939453125e-06,8.119136810302734,0.0,5.217172292182532e-05,0.0,0.0,0.0
frl_apartment_4,46,9.217049537251922e-06,7.62939453125e-06,7.618464946746826,0.0,5.114410658883223e-05,0.0,0.0,0.0
frl_apartment_4,47,9.402243712655792e-06,7.62939453125e-06,7.116600513458252,0.0,5.217172292182532e-05,0.0,0.0,0.0
frl_apartment_4,48,0.0,0.0,6.454826354980469,0.0,0.0,0.0,0.0,0.0
frl_apartment_4,49,0.0,0.0,6.522581100463867,0.0,0.0,0.0,0.0,0.0
frl_apartment_4,50,1.1843426639159853e-05,7.62939453125e-06,7.050802707672119,0.0,0.0,0.0,6.927524447138651e-05,0.0
frl_apartment_4,51,1.1956862595174653e-05,7.62939453125e-06,7.568631172180176,0.0,0.0,0.0,6.99387605148589e-05,0.0
frl_apartment_4,52,1.1946043696066861e-05,7.62939453125e-06,8.081202507019043,0.0,0.0,0.0,6.987547799507484e-05,0.0
frl_apartment_4,57,1.0390812007747578e-05,7.62939453125e-06,8.617928504943848,0.0,0.0,6.248674915422444e-05,0.0,0.0
frl_apartment_4,58,2.2441811102644363e-05,1.52587890625e-05,8.118743896484375,0.0,0.0,6.292267244844355e-05,7.006538276527109e-05,0.0
frl_apartment_4,59,1.1978510174264203e-05,7.62939453125e-06,7.618464946746826,0.0,0.0,0.0,7.006538276527109e-05,0.0
frl_apartment_4,63,1.1978510174264203e-05,7.62939453125e-06,7.10364294052124,0.0,0.0,0.0,7.006538276527109e-05,0.0
frl_apartment_4,64,0.0,0.0,7.617773532867432,0.0,0.0,0.0,0.0,0.0
frl_apartment_4,68,3.2208647747846125e-05,2.288818359375e-05,7.620195388793945,0.0,0.0,0.0,0.0,7.770124753295853e-05
frl_apartment_4,72,1.1946043696066861e-05,7.62939453125e-06,7.15880823135376,0.0,0.0,0.0,6.987547799507484e-05,0.0
frl_apartment_4,73,2.345422966630254e-05,1.52587890625e-05,7.658807754516602,0.0,0.0,0.0,6.951723707801944e-05,2.791049375702738e-05
frl_apartment_4,78,4.722154112359168e-05,3.0517578125e-05,8.118743896484375,0.0,0.0,7.021920793508842e-05,0.00013924507707668499,2.83203161825307e-05
frl_apartment_4,79,2.035390988009517e-05,1.52587890625e-05,7.618464946746826,0.0,0.0,6.641216303775586e-05,0.0,2.2460602355393935e-05
frl_apartment_4,80,1.1919010707346148e-05,7.62939453125e-06,7.118109703063965,0.0,0.0,0.0,6.971735510045349e-05,0.0
frl_apartment_4,81,5.662600556530064e-05,3.814697265625e-05,6.62221622467041,0.0,0.0,0.00013247587621161074,6.962253853834249e-05,5.474784157654318e-05
frl_apartment_4,82,1.1207379185110917e-05,7.62939453125e-06,6.669336795806885,0.0,0.0,0.0,0.0,2.7037066289635364e-05
frl_apartment_4,83,0.0,0.0,7.1692094802856445,0.0,0.0,0.0,0.0,0.0
frl_apartment_4,84,1.1843426639159853e-05,7.62939453125e-06,7.667909145355225,0.0,0.0,0.0,6.927524447138651e-05,0.0
frl_apartment_4,87,4.3053618482663287e-05,3.0517578125e-05,11.611451148986816,0.0,0.0,0.0,0.0,0.00010386402723581242
frl_apartment_4,94,4.658321663136496e-05,3.0517578125e-05,8.117958068847656,0.0,0.0,6.770544610447773e-05,7.003372005023538e-05,5.633395927238957e-05
frl_apartment_4,95,1.1676629027149729e-05,7.62939453125e-06,7.617082118988037,0.0,0.0,0.0,0.0,2.8169100717671776e-05
frl_apartment_4,96,1.1708851527979734e-05,7.62939453125e-06,7.118109703063965,0.0,0.0,0.0,0.0,2.8246835384855706e-05
frl_apartment_4,97,3.3901402772644724e-05,2.288818359375e-05,6.619864463806152,0.0,0.0,6.739730170213226e-05,0.0,5.474784157654318e-05
frl_apartment_4,98,2.2414758370221834e-05,1.52587890625e-05,6.667481899261475,0.0,0.0,0.0,0.0,5.407413257927073e-05
frl_apartment_4,99,3.4643730756583236e-05,2.288818359375e-05,7.1698222160339355,0.0,0.0,6.800339431568006e-05,6.980167248532695e-05,2.7506913305067852e-05
frl_apartment_4,100,0.0,0.0,7.667558193206787,0.0,0.0,0.0,0.0,0.0
frl_apartment_4,101,1.1446554750747753e-05,7.62939453125e-06,8.161396980285645,0.0,0.0,6.88356208212372e-05,0.0,0.0
frl_apartment_4,102,1.1676629027149729e-05,7.62939453125e-06,8.662872314453125,0.0,0.0,0.0,0.0,2.8169100717671776e-05
frl_apartment_4,105,4.87175240823312e-05,3.814697265625e-05,12.139052391052246,0.0,0.0,0.0,0.0,0.00011752782754337226
frl_apartment_4,106,1.0390812007747578e-05,7.62939453125e-06,11.621907234191895,0.0,0.0,0.0,0.0,2.506715159863934e-05
frl_apartment_4,111,3.54601916790228e-05,2.288818359375e-05,9.108242988586426,0.0,0.0,0.0,0.00020741576930481922,0.0
frl_apartment_4,112,1.1820063893007601e-05,7.62939453125e-06,8.610852241516113,0.0,0.0,0.0,6.913858976827308e-05,0.0
frl_apartment_4,113,1.1843426639159853e-05,7.62939453125e-06,8.119529724121094,0.0,0.0,0.0,6.927524447138651e-05,0.0
frl_apartment_4,114,2.304478779517205e-05,1.52587890625e-05,7.612934112548828,0.0,0.0,6.856852422730279e-05,0.0,2.8087123887533862e-05
frl_apartment_4,118,1.1446554750747753e-05,7.62939453125e-06,7.17012882232666,0.0,0.0,0.0,0.0,2.761406163494991e-05
frl_apartment_4,119,2.190538472791894e-05,1.52587890625e-05,7.669311046600342,0.0,0.0,0.0,6.913858976827308e-05,2.4330174205936788e-05
frl_apartment_4,120,1.0164001180301077e-05,7.62939453125e-06,8.162191390991211,0.0,0.0,0.0,0.0,2.4519985372210158e-05
frl_apartment_4,121,2.234767460292223e-05,1.52587890625e-05,8.666899681091309,0.0,0.0,0.0,6.99387605148589e-05,2.506715159863934e-05
frl_apartment_4,122,1.1739310718838165e-05,7.62939453125e-06,9.168471336364746,0.0,0.0,0.0,0.0,2.83203161825307e-05
frl_apartment_4,129,1.1884798152255847e-05,7.62939453125e-06,11.638837814331055,0.0,0.0,0.0,6.951723707801944e-05,0.0
frl_apartment_4,130,0.0,0.0,11.12558650970459,0.0,0.0,0.0,0.0,0.0
frl_apartment_4,134,7.005256117560826e-05,4.57763671875e-05,9.138506889343262,0.0,0.0,0.00035298076973415995,0.0,2.7395622535220427e-05
frl_apartment_4,135,5.86660944033324e-05,3.814697265625e-05,8.641454696655273,0.0,0.0,0.0003527975986964016,0.0,0.0
frl_apartment_4,136,4.70953786372116e-05,3.0517578125e-05,8.138040542602539,0.0,0.0,0.0002121335408737901,6.913858976827308e-05,0.0
frl_apartment_4,142,1.1946043696066861e-05,7.62939453125e-06,7.667558193206787,0.0,0.0,0.0,6.987547799507484e-05,0.0
frl_apartment_4,143,0.0,0.0,8.163382530212402,0.0,0.0,0.0,0.0,0.0
frl_apartment_4,144,0.0,0.0,8.668243408203125,0.0,0.0,0.0,0.0,0.0
frl_apartment_4,145,2.22196610387634e-05,1.52587890625e-05,9.167969703674316,0.0,0.0,0.0,7.006538276527109e-05,2.4706103918878067e-05
frl_apartment_4,153,0.0,0.0,11.631575584411621,0.0,0.0,0.0,0.0,0.0
