scene,location_id,escape,escape_unweighted,max_depth,esc_60_90,esc_30_60,esc_10_30,esc_-10_10,esc_-90_-10
office_3,1,0.0,0.0,8.06605052947998,0.0,0.0,0.0,0.0,0.0
office_3,2,0.0,0.0,7.554998397827148,0.0,0.0,0.0,0.0,0.0
office_3,3,0.0,0.0,7.5659003257751465,0.0,0.0,0.0,0.0,0.0
office_3,4,0.0,0.0,7.5461626052856445,0.0,0.0,0.0,0.0,0.0
office_3,6,1.1043562203084313e-05,7.62939453125e-06,7.071606159210205,0.0,0.0,6.641216303775586e-05,0.0,0.0
office_3,7,0.0,0.0,7.035132884979248,0.0,0.0,0.0,0.0,0.0
office_3,8,0.0,0.0,7.07130765914917,0.0,0.0,0.0,0.0,0.0
office_3,9,0.0,0.0,7.070115566253662,0.0,0.0,0.0,0.0,0.0
office_3,10,0.0,0.0,7.067732810974121,0.0,0.0,0.0,0.0,0.0
office_3,11,0.0,0.0,7.047544479370117,0.0,0.0,0.0,0.0,0.0
office_3,12,1.0737393668045862e-05,7.62939453125e-06,7.576491832733154,0.0,0.0,6.457097137404381e-05,0.0,0.0
office_3,13,1.0737393668045862e-05,7.62939453125e-06,7.05673360824585,0.0,0.0,6.457097137404381e-05,0.0,0.0
office_3,14,0.0,0.0,6.58711576461792,0.0,0.0,0.0,0.0,0.0
office_3,17,0.0,0.0,6.560328483581543,0.0,0.0,0.0,0.0,0.0
office_3,18,0.0,0.0,6.5700907707214355,0.0,0.0,0.0,0.0,0.0
office_3,19,0.0,0.0,6.550595760345459,0.0,0.0,0.0,0.0,0.0
office_3,21,2.0249322015212417e-05,1.52587890625e-05,7.595701217651367,0.0,0.00011236062899650931,0.0,0.0,0.0
office_3,22,1.0390812007747578e-05,7.62939453125e-06,7.054656505584717,0.0,0.0,6.248674915422444e-05,0.0,0.0
office_3,27,0.0,0.0,6.054194450378418,0.0,0.0,0.0,0.0,0.0
office_3,28,0.0,0.0,6.065357685089111,0.0,0.0,0.0,0.0,0.0
office_3,31,2.9520646389351863e-05,2.288818359375e-05,7.051988124847412,0.0,0.00016380589899253037,0.0,0.0,0.0
office_3,36,0.0,0.0,5.5559773445129395,0.0,0.0,0.0,0.0,0.0
office_3,37,0.0,0.0,5.55892276763916,0.0,0.0,0.0,0.0,0.0
office_3,38,0.0,0.0,5.55413818359375,0.0,0.0,0.0,0.0,0.0
office_3,44,1.8701563158812382e-05,2.288818359375e-05,5.0779008865356445,0.0,0.0,0.0,6.951723707801944e-05,1.6444997917799248e-05
office_3,45,0.0,0.0,5.0488667488098145,0.0,0.0,0.0,0.0,0.0
office_3,46,0.0,0.0,5.069921970367432,0.0,0.0,0.0,0.0,0.0
office_3,53,2.2446967525641908e-05,1.52587890625e-05,5.590412139892578,0.0,0.0,6.376602704640739e-05,6.927524447138651e-05,0.0
office_3,54,2.2234186838480886e-05,1.52587890625e-05,5.088527679443359,0.0,0.0,6.570531435775132e-05,0.0,2.7280206085388222e-05
office_3,56,1.1919010707346148e-05,7.62939453125e-06,5.071147918701172,0.0,0.0,0.0,6.971735510045349e-05,0.0
office_3,59,0.0,0.0,6.540125846862793,0.0,0.0,0.0,0.0,0.0
office_3,60,0.0,0.0,7.043993949890137,0.0,0.0,0.0,0.0,0.0
office_3,62,0.0004482206874601299,0.00037384033203125,7.067435264587402,0.0,0.0012838274855521605,0.00020278784793421498,0.0,0.00044179298377817637
office_3,64,8.785233684469004e-05,6.103515625e-05,6.087143421173096,0.0,0.00016828894100149797,0.0002121335408737901,0.0,5.367293486001422e-05
office_3,65,5.525637261678553e-05,3.814697265625e-05,5.598806858062744,0.0,0.0,0.00012874430271809557,0.0,8.165537310171694e-05
office_3,69,0.0,0.0,5.565561294555664,0.0,0.0,0.0,0.0,0.0
office_3,70,0.0,0.0,6.047211647033691,0.0,0.0,0.0,0.0,0.0
office_3,71,0.0,0.0,6.566234111785889,0.0,0.0,0.0,0.0,0.0
office_3,72,0.0,0.0,7.038084030151367,0.0,0.0,0.0,0.0,0.0
office_3,73,0.0,0.0,7.5601043701171875,0.0,0.0,0.0,0.0,0.0
office_3,76,0.00017816300529852183,0.00012969970703125,7.0835490226745605,0.0,0.00018865212133670607,0.0007533284869318989,0.0,4.558286829391485e-05
office_3,77,0.00022482903203791926,0.00016021728515625,6.588408946990967,0.0,0.0002633292597031868,0.0005494939150062669,0.0,0.00020746496294787086
office_3,78,0.00015212755524189278,0.0001068115234375,6.100423336029053,0.0,0.00022512387170892047,0.0004110043180051819,0.0,0.0001042440991447539
office_3,85,1.1946043696066861e-05,7.62939453125e-06,6.559045791625977,0.0,0.0,0.0,6.987547799507484e-05,0.0
office_3,86,0.0,0.0,7.063567161560059,0.0,0.0,0.0,0.0,0.0
office_3,87,1.1956862595174653e-05,7.62939453125e-06,7.53938102722168,0.0,0.0,0.0,6.99387605148589e-05,0.0
office_3,88,9.402243712655792e-06,7.62939453125e-06,8.061399459838867,0.0,5.217172292182532e-05,0.0,0.0,0.0
office_3,89,3.727981247024893e-05,4.57763671875e-05,8.556397438049316,0.00010436495184417452,0.00016747332245687407,0.0,0.0,0.0
