scene,location_id,escape,escape_unweighted,max_depth,esc_60_90,esc_30_60,esc_10_30,esc_-10_10,esc_-90_-10
frl_apartment_1,2,0.021932574704360424,0.016082763671875,12.125015258789062,0.0,0.05431000626591735,0.07218185720117978,0.0008304830054379575,0.0
frl_apartment_1,3,0.021251773875972175,0.0156402587890625,8.330793380737305,0.0,0.05512261227015726,0.06785682146780052,6.999151051456438e-05,5.300416922668766e-05
frl_apartment_1,7,0.0334026472356768,0.02643585205078125,11.623517990112305,0.0,0.11590810592478229,0.07413381800488537,0.0009688968396776172,5.013430319727868e-05
frl_apartment_1,8,0.03196572703053443,0.02533721923828125,7.829289436340332,0.0,0.11330510596652278,0.06937064338553933,0.0,2.5743740027517605e-05
frl_apartment_1,14,0.05207663927220135,0.0471343994140625,11.127062797546387,0.0518906144297441,0.19146950586599545,0.082754557454746,0.0015255971910037992,4.665349754128572e-05
frl_apartment_1,15,0.04841600160350735,0.04383087158203125,11.114531517028809,0.05575996369282391,0.1800416306569941,0.07259367334194554,0.0005571203935974892,2.4706103918878067e-05
frl_apartment_1,21,0.07375056699409271,0.08493804931640625,10.612552642822266,0.2997378608753503,0.20723364954373272,0.0940512165213939,0.0020065759197254013,8.34434122022564e-05
frl_apartment_1,22,0.07662702392264495,0.0901947021484375,10.623303413391113,0.3455983331743384,0.2086698201097144,0.09157993101928297,0.0015254403455021723,6.34233151184266e-05
frl_apartment_1,23,0.07069045264747095,0.08382415771484375,10.623976707458496,0.2958334675571154,0.2096266889353189,0.07656776218272288,0.0003456929488413654,0.0
frl_apartment_1,30,0.10381206235177923,0.179534912109375,10.123323440551758,0.6807231779758562,0.21758790647364193,0.10872391353559664,0.0011803577102877702,4.6442150096865675e-05
frl_apartment_1,31,0.09516607867708278,0.167816162109375,10.128212928771973,0.5617397669522856,0.236578657528117,0.08596430157082835,0.0,7.17597141411286e-05
frl_apartment_1,32,0.0764034269902692,0.12310028076171875,6.327983856201172,0.3681300164334039,0.2302292158638117,0.059309253725065944,6.951723707801944e-05,0.0
frl_apartment_1,39,0.11978401323808585,0.20462799072265625,9.604639053344727,0.7804511075437076,0.24926489318377637,0.1301964017863721,0.0007649896635609162,0.0
frl_apartment_1,40,0.12986102058810642,0.21921539306640625,9.620059967041016,0.9289114837458959,0.24797958001725612,0.1321115486135828,0.00013827717953654616,0.0
frl_apartment_1,41,0.12037412394562971,0.20513916015625,9.627236366271973,0.765388825747531,0.2811149102850418,0.1060378565226281,0.0,5.4748919998199535e-05
frl_apartment_1,49,0.13729303522227515,0.2216796875,9.08457088470459,0.8262220543176579,0.3057055609598838,0.1545254695935644,0.001604094600642264,8.51643207751757e-05
frl_apartment_1,50,0.15669309332724904,0.24629974365234375,9.115666389465332,0.9886650173538397,0.34707095990202635,0.16178103561026957,0.0,0.0
frl_apartment_1,51,0.15240816821699418,0.23715972900390625,9.122605323791504,0.8475273470055301,0.3902482682417575,0.14687392910435149,6.980167248532695e-05,0.0
frl_apartment_1,54,0.2051492532586447,0.279937744140625,9.12657642364502,0.8410989957842958,0.6213169945088156,0.2161865852381905,6.987547799507484e-05,2.3738873592681425e-05
frl_apartment_1,55,0.22019785628411187,0.3018341064453125,9.12657642364502,0.9968452447136271,0.6418890008641522,0.22081770296336015,0.0,0.0
frl_apartment_1,56,0.2202227189290696,0.30389404296875,9.12707233428955,1.0,0.641185719080351,0.220439083113367,0.0,0.0
frl_apartment_1,60,0.1832638489591789,0.26953125,8.590130805969238,0.9808704676760122,0.4702325731428211,0.1908978059709697,0.0,0.00015263119209237778
frl_apartment_1,61,0.1955168026080394,0.27872467041015625,8.620142936706543,0.9229020903690119,0.5594466900833521,0.19191914790067424,0.0,2.6777640376130654e-05
frl_apartment_1,65,0.2245932309761771,0.29164886474609375,8.625904083251953,0.8132582292956468,0.7091273933774328,0.24946835133621273,0.0,0.0
frl_apartment_1,66,0.23618709006145738,0.3120574951171875,8.625017166137695,0.9431141769484759,0.7217487356308431,0.25225587230930624,0.00013907691695671346,0.0
frl_apartment_1,67,0.23964872311906785,0.31934356689453125,8.62546157836914,1.0,0.7210899314520209,0.250663034305863,0.0,0.0
frl_apartment_1,68,0.2339372524919131,0.3151397705078125,8.627235412597656,1.0,0.6905279351688058,0.24936713882643277,6.913858976827308e-05,0.0
frl_apartment_1,73,0.19814072166639252,0.28255462646484375,8.084707260131836,0.9781055398422722,0.547195023079493,0.19801610008146314,0.0,0.0001798353793985164
