scene,location_id,escape,escape_unweighted,max_depth,esc_60_90,esc_30_60,esc_10_30,esc_-10_10,esc_-90_-10
room_0,8,5.1654899480430714e-05,4.57763671875e-05,7.119921684265137,0.0,0.0,0.0,0.0,0.00012461405279231075
room_0,9,1.1154450602391986e-05,7.62939453125e-06,7.119921684265137,0.0,0.0,0.0,0.0,2.690937955967361e-05
room_0,14,0.0,0.0,7.125668048858643,0.0,0.0,0.0,0.0,0.0
room_0,15,0.0,0.0,7.122037887573242,0.0,0.0,0.0,0.0,0.0
room_0,16,2.1603799039542075e-05,1.52587890625e-05,6.619603157043457,0.0,0.0,0.0,0.0,5.211774645012862e-05
room_0,17,0.0,0.0,6.621954917907715,0.0,0.0,0.0,0.0,0.0
room_0,18,1.1308165263629996e-05,7.62939453125e-06,6.624568939208984,0.0,0.0,0.0,0.0,2.7280206085388222e-05
room_0,19,2.2254292802833616e-05,1.52587890625e-05,6.623000621795654,0.0,0.0,0.0,0.0,5.3687019935804265e-05
room_0,20,1.1043562203084313e-05,7.62939453125e-06,6.622738361358643,0.0,0.0,0.0,0.0,2.664186857844295e-05
room_0,21,0.0,0.0,6.621954917907715,0.0,0.0,0.0,0.0,0.0
room_0,22,0.0,0.0,6.6240458488464355,0.0,0.0,0.0,0.0,0.0
room_0,23,0.0,0.0,6.622738361358643,0.0,0.0,0.0,0.0,0.0
room_0,25,0.0,0.0,6.1285014152526855,0.0,0.0,0.0,0.0,0.0
room_0,26,1.0985619085880627e-05,7.62939453125e-06,6.130740642547607,0.0,0.0,0.0,0.0,2.650208461334383e-05
room_0,27,2.2308901204783973e-05,1.52587890625e-05,6.128053665161133,0.0,0.0,0.0,0.0,5.381875911934722e-05
room_0,28,2.185204314970178e-05,1.52587890625e-05,6.129844665527344,0.0,0.0,0.0,0.0,5.271661906356853e-05
room_0,29,2.1342541608659028e-05,1.52587890625e-05,6.12894868850708,0.0,0.0,0.0,0.0,5.148748005503521e-05
room_0,30,3.1389902785140495e-05,2.288818359375e-05,6.1249213218688965,0.0,0.0,0.0,0.0,7.572607907784052e-05
room_0,31,0.0,0.0,6.12827730178833,0.0,0.0,0.0,0.0,0.0
room_0,32,0.0,0.0,6.124026775360107,0.0,0.0,0.0,0.0,0.0
room_0,34,1.1356007581417437e-05,7.62939453125e-06,5.626784801483154,0.0,0.0,0.0,0.0,2.7395622535220427e-05
room_0,35,1.1207379185110917e-05,7.62939453125e-06,5.623955249786377,0.0,0.0,0.0,0.0,2.7037066289635364e-05
room_0,36,0.0,0.0,5.625463962554932,0.0,0.0,0.0,0.0,0.0
room_0,37,0.0,0.0,5.627350807189941,0.0,0.0,0.0,0.0,0.0
room_0,38,3.0569153225101354e-05,2.288818359375e-05,5.629617214202881,0.0,0.0,0.0,0.0,7.374607466329838e-05
room_0,39,9.122363343735643e-06,7.62939453125e-06,5.623390197753906,0.0,0.0,0.0,0.0,2.2007102496396825e-05
room_0,40,0.0,0.0,5.62565279006958,0.0,0.0,0.0,0.0,0.0
room_0,41,1.7660240133661427e-05,1.52587890625e-05,5.628294944763184,0.0,0.0,0.0,0.0,4.260416956526463e-05
room_0,43,9.669381871088362e-06,7.62939453125e-06,5.121926784515381,0.0,0.0,0.0,0.0,2.332674877064286e-05
room_0,44,0.0,0.0,5.123647689819336,0.0,0.0,0.0,0.0,0.0
room_0,49,2.411382875304704e-05,2.288818359375e-05,5.129286766052246,0.0,0.0,0.0,0.0,5.817302829899707e-05
room_0,50,3.395907024937953e-05,3.814697265625e-05,5.131011962890625,0.0,0.0,0.0,0.0,8.192402686674795e-05
room_0,54,0.0,0.0,4.625564098358154,0.0,0.0,0.0,0.0,0.0
room_0,55,1.1043562203084313e-05,7.62939453125e-06,4.623779773712158,0.0,0.0,0.0,0.0,2.664186857844295e-05
room_0,57,3.34087434052256e-05,2.288818359375e-05,4.630159854888916,0.0,0.0,0.0,0.0,8.059639949547788e-05
room_0,58,4.186499197016893e-05,6.866455078125e-05,4.625054359436035,0.0,0.0,0.0,0.0,0.00010099654383214367
room_0,59,4.752474699853581e-05,7.62939453125e-05,4.6247992515563965,0.0,0.0,0.0,0.0,0.00011465033115900997
room_0,63,1.1308165263629996e-05,7.62939453125e-06,4.125856876373291,0.0,0.0,0.0,0.0,2.7280206085388222e-05
room_0,64,2.2566785241378546e-05,1.52587890625e-05,4.123727321624756,0.0,0.0,0.0,0.0,5.444088742225226e-05
room_0,65,1.1308165263629996e-05,7.62939453125e-06,4.1229166984558105,0.0,0.0,0.0,0.0,2.7280206085388222e-05
room_0,66,2.2664172845047433e-05,1.52587890625e-05,4.123828411102295,0.0,0.0,0.0,0.0,5.4675828620608646e-05
room_0,71,2.2978491932439966e-05,1.52587890625e-05,4.132055282592773,0.0,0.0,0.0,0.0,5.543410277744449e-05
room_0,74,1.1489245966219983e-05,7.62939453125e-06,4.132258892059326,0.0,0.0,0.0,0.0,2.7717051388722246e-05
room_0,79,0.0,0.0,4.631949424743652,0.0,0.0,0.0,0.0,0.0
room_0,82,1.20687315512103e-05,1.52587890625e-05,4.632461071014404,0.0,0.0,0.0,0.0,2.9115022307390356e-05
room_0,87,5.821324034469126e-05,3.814697265625e-05,5.132267475128174,0.0,0.0,0.0,0.0,0.00014043561943766932
room_0,90,4.657059227575301e-05,3.0517578125e-05,5.132267475128174,0.0,0.0,0.0,0.0,0.00011234849555013545
room_0,95,2.3417703055959468e-05,1.52587890625e-05,5.632073879241943,0.0,0.0,0.0,0.0,5.649367076971141e-05
room_0,96,0.0,0.0,5.63226318359375,0.0,0.0,0.0,0.0,0.0
room_0,97,2.3417703055959468e-05,1.52587890625e-05,5.63226318359375,0.0,0.0,0.0,0.0,5.649367076971141e-05
room_0,98,3.51265545839392e-05,2.288818359375e-05,5.63226318359375,0.0,0.0,0.0,0.0,8.474050615456712e-05
room_0,102,0.0,0.0,6.131412982940674,0.0,0.0,0.0,0.0,0.0
room_0,103,0.0,0.0,6.132084846496582,0.0,0.0,0.0,0.0,0.0
room_0,111,1.0603540886482055e-05,7.62939453125e-06,6.631901264190674,0.0,0.0,0.0,0.0,2.5580346048569688e-05
room_0,112,0.0,0.0,6.6321635246276855,0.0,0.0,0.0,0.0,0.0
room_0,120,0.0,0.0,7.132331848144531,0.0,0.0,0.0,0.0,0.0
room_0,121,0.0,0.0,7.132029056549072,0.0,0.0,0.0,0.0,0.0
