0	-2.506288	-2.086758	-2.110000
1	-2.506288	-1.086758	-2.110000
2	-2.506288	-0.086758	-2.110000
3	-2.506288	0.913242	-2.110000
4	-2.506288	1.913242	-2.110000
5	-2.506288	2.913242	-2.110000
6	-1.506288	-17.086758	0.416660
7	-1.506288	-2.086758	-2.110000
8	-1.506288	-0.086758	-2.110000
9	-1.506288	0.913242	-2.110000
10	-1.506288	1.913242	-2.110000
11	-1.506288	2.913242	-2.110000
12	-0.506288	-18.086758	0.416660
13	-0.506288	-17.086758	0.416660
14	-0.506288	-16.086758	0.416660
15	-0.506288	-14.086758	-2.114850
16	-0.506288	-13.086758	-2.114850
17	-0.506288	-12.086758	-2.114850
18	-0.506288	-11.086758	-2.114850
19	-0.506288	-10.086758	-2.114850
20	-0.506288	-2.086758	-2.110000
21	-0.506288	-1.086758	-2.110000
22	-0.506288	-0.086758	-2.110000
23	-0.506288	0.913242	-2.110000
24	-0.506288	1.913242	-2.110000
25	-0.506288	2.913242	-2.110000
26	0.493712	-16.086758	-1.388360
27	0.493712	-14.086758	-2.114850
28	0.493712	-13.086758	-2.114850
29	0.493712	-12.086758	-2.114850
30	0.493712	-11.086758	-2.114850
31	0.493712	-10.086758	-2.114850
32	0.493712	-2.086758	-2.110000
33	0.493712	-1.086758	-2.110000
34	0.493712	-0.086758	-2.110000
35	0.493712	0.913242	-2.110000
36	0.493712	1.913242	-2.110000
37	0.493712	2.913242	-2.110000
38	1.493712	-18.086758	-1.388360
39	1.493712	-16.086758	-1.388360
40	1.493712	-14.086758	-2.114850
41	1.493712	-13.086758	-2.114850
42	1.493712	-12.086758	-2.114850
43	1.493712	-11.086758	-2.114850
44	1.493712	-10.086758	-2.114850
45	1.493712	-3.086758	-2.110000
46	1.493712	-2.086758	-2.110000
47	1.493712	-1.086758	-2.110000
48	1.493712	-0.086758	-2.110000
49	1.493712	0.913242	-2.110000
50	1.493712	1.913242	-2.110000
51	1.493712	2.913242	-2.110000
52	2.493712	-18.086758	-1.388360
53	2.493712	-16.086758	-1.388360
54	2.493712	-12.086758	-2.114850
55	2.493712	-11.086758	-2.114850
56	2.493712	-10.086758	-2.114850
57	2.493712	-2.086758	-2.110000
58	2.493712	-1.086758	-2.110000
59	2.493712	-0.086758	-2.110000
60	2.493712	0.913242	-2.110000
61	2.493712	1.913242	-2.110000
62	2.493712	2.913242	-2.110000
63	3.493712	-18.086758	-1.404480
64	3.493712	-17.086758	-1.404480
65	3.493712	-16.086758	-1.404480
66	3.493712	-14.086758	-2.114850
67	3.493712	-12.086758	-2.114850
68	3.493712	-11.086758	-2.114850
69	3.493712	-10.086758	-2.114850
70	3.493712	-2.086758	-2.110000
71	3.493712	-1.086758	-2.110000
72	3.493712	-0.086758	-2.110000
73	3.493712	0.913242	-2.110000
74	3.493712	1.913242	-2.110000
75	4.493712	-18.086758	-1.404480
76	4.493712	-17.086758	-1.404480
77	4.493712	-16.086758	-1.404480
78	4.493712	-14.086758	-2.114850
79	4.493712	-13.086758	-2.114850
80	4.493712	-12.086758	-2.114850
81	4.493712	-10.086758	-2.114850
82	4.493712	-1.086758	-2.110000
83	5.493712	-18.086758	-1.404480
84	5.493712	-17.086758	-1.404480
85	5.493712	-16.086758	-1.404480
86	5.493712	-15.086758	-1.758870
87	5.493712	-14.086758	-1.758870
88	5.493712	-13.086758	-1.758870
89	5.493712	-12.086758	-1.758870
90	5.493712	-11.086758	-1.758870
91	5.493712	-10.086758	-2.110690
92	5.493712	-9.086758	-2.110690
93	5.493712	-8.086758	-2.110690
94	5.493712	-7.086758	-2.110690
95	5.493712	-6.086758	-2.110690
96	5.493712	-5.086758	-2.110690
97	5.493712	-4.086758	-2.110690
98	5.493712	-3.086758	-2.110690
99	5.493712	-2.086758	-2.110690
100	5.493712	-1.086758	-2.110690
101	5.493712	-0.086758	-2.110690
102	5.493712	1.913242	-2.108760
103	6.493712	-18.086758	-1.404480
104	6.493712	-17.086758	-1.404480
105	6.493712	-16.086758	-1.404480
106	6.493712	-15.086758	-1.758870
107	6.493712	-14.086758	-1.758870
108	6.493712	-13.086758	-1.758870
109	6.493712	-12.086758	-1.758870
110	6.493712	-11.086758	-1.758870
111	6.493712	-10.086758	-2.110690
112	6.493712	-9.086758	-2.110690
113	6.493712	-8.086758	-2.110690
114	6.493712	-7.086758	-2.110690
115	6.493712	-6.086758	-2.110690
116	6.493712	-5.086758	-2.110690
117	6.493712	-4.086758	-2.110690
118	6.493712	-3.086758	-2.110690
119	6.493712	-2.086758	-2.110690
120	6.493712	-1.086758	-2.110690
121	6.493712	-0.086758	-2.110690
122	6.493712	0.913242	-2.110690
123	6.493712	1.913242	-2.108760
124	7.493712	-18.086758	-1.404480
125	7.493712	-17.086758	-1.404480
126	7.493712	-13.086758	-1.758870
127	7.493712	-12.086758	-1.758870
128	7.493712	-11.086758	-1.758870
129	7.493712	-10.086758	-2.110690
130	7.493712	-9.086758	-2.110690
131	7.493712	-8.086758	-2.110690
132	7.493712	-7.086758	-2.110690
133	7.493712	-6.086758	-2.110690
134	7.493712	-5.086758	-2.110690
135	7.493712	-4.086758	-2.110690
136	7.493712	-3.086758	-2.110690
137	7.493712	-2.086758	-2.110690
138	7.493712	-1.086758	-2.110690
139	7.493712	-0.086758	-2.110690
140	7.493712	1.913242	-2.108760
141	7.493712	2.913242	-2.108760
142	8.493712	-18.086758	-1.404480
143	8.493712	-17.086758	-1.404480
144	8.493712	-13.086758	-1.758870
145	8.493712	-12.086758	-1.758870
146	8.493712	-11.086758	-1.758870
147	8.493712	-10.086758	-2.110690
148	8.493712	-9.086758	-2.110690
149	8.493712	-8.086758	-2.110690
150	8.493712	-7.086758	-2.110690
151	8.493712	-6.086758	-2.110690
152	8.493712	-5.086758	-2.110690
153	8.493712	-4.086758	-2.110690
154	8.493712	-3.086758	-2.110690
155	8.493712	-2.086758	-2.110690
156	8.493712	-1.086758	-2.110690
157	8.493712	-0.086758	-2.110690
158	8.493712	1.913242	-2.095690
159	8.493712	2.913242	-2.095690
160	9.493712	-18.086758	-1.404480
161	9.493712	-17.086758	-1.404480
162	9.493712	-15.086758	-1.758870
163	9.493712	-14.086758	-1.758870
164	9.493712	-13.086758	-1.758870
165	9.493712	-12.086758	-1.758870
166	9.493712	-11.086758	-1.758870
167	9.493712	-10.086758	-2.110690
168	9.493712	-9.086758	-2.110690
169	9.493712	-8.086758	-2.110690
170	9.493712	-7.086758	-2.110690
171	9.493712	-6.086758	-2.110690
172	9.493712	-5.086758	-2.110690
173	9.493712	-4.086758	-2.110690
174	9.493712	-3.086758	-2.110690
175	9.493712	-2.086758	-2.110690
176	9.493712	-1.086758	-2.110690
177	9.493712	-0.086758	-2.110690
178	9.493712	0.913242	-2.110690
179	9.493712	1.913242	-2.095690
180	9.493712	2.913242	-2.095690
181	10.493712	-18.086758	-1.404480
182	10.493712	-17.086758	-1.404480
183	10.493712	-16.086758	-1.404480
184	10.493712	-15.086758	-1.758870
185	10.493712	-14.086758	-1.758870
186	10.493712	-13.086758	-1.758870
187	10.493712	-12.086758	-1.758870
188	10.493712	-11.086758	-1.758870
189	10.493712	-10.086758	-2.110690
190	10.493712	-9.086758	-2.110690
191	10.493712	-8.086758	-2.110690
192	10.493712	-7.086758	-2.110690
193	10.493712	-6.086758	-2.110690
194	10.493712	-5.086758	-2.110690
195	10.493712	-4.086758	-2.110690
196	10.493712	-3.086758	-2.110690
197	10.493712	-2.086758	-2.110690
198	10.493712	-1.086758	-2.110690
199	10.493712	-0.086758	-2.110690
200	10.493712	1.913242	-2.095690
201	11.493712	-17.086758	-1.404480
202	11.493712	-10.086758	-2.110280
203	11.493712	-1.086758	-2.098700
204	12.493712	-2.086758	-2.098700
205	12.493712	-1.086758	-2.098700
206	12.493712	1.913242	-2.098700
207	12.493712	2.913242	-2.098700
208	13.493712	-2.086758	-2.098700
209	13.493712	-1.086758	-2.098700
210	13.493712	-0.086758	-2.098700
211	13.493712	0.913242	-2.098700
212	13.493712	1.913242	-2.098700
213	13.493712	2.913242	-2.098700
214	14.493712	-2.086758	-2.098700
215	14.493712	-1.086758	-2.098700
216	14.493712	-0.086758	-2.098700
217	14.493712	0.913242	-2.098700
218	14.493712	1.913242	-2.098700
219	14.493712	2.913242	-2.098700
220	15.493712	-2.086758	-2.098700
221	15.493712	-1.086758	-2.098700
222	15.493712	-0.086758	-2.098700
223	15.493712	0.913242	-2.098700
224	15.493712	1.913242	-2.098700
225	15.493712	2.913242	-2.098700
226	16.493713	-2.086758	-2.098700
227	16.493713	-1.086758	-2.098700
228	16.493713	-0.086758	-2.098700
229	16.493713	0.913242	-2.098700
230	16.493713	1.913242	-2.098700
231	16.493713	2.913242	-2.098700
232	17.493713	-2.086758	-2.098700
233	17.493713	-1.086758	-2.098700
234	17.493713	-0.086758	-2.098700
235	17.493713	0.913242	-2.098700
236	17.493713	1.913242	-2.098700
237	17.493713	2.913242	-2.098700
238	18.493713	-2.086758	-2.098700
239	18.493713	-1.086758	-2.098700
240	18.493713	-0.086758	-2.098700
241	18.493713	0.913242	-2.098700
242	18.493713	1.913242	-2.098700
243	18.493713	2.913242	-2.098700
244	19.493713	-2.086758	-2.098700
245	19.493713	-1.086758	-2.098700
246	19.493713	-0.086758	-2.098700
247	19.493713	0.913242	-2.098700
248	19.493713	1.913242	-2.098700
249	19.493713	2.913242	-2.098700
250	-2.506288	-2.086758	1.512945
251	-2.506288	-1.086758	1.512945
